comment,label,processed_comment
mực khô mềm mịn hải sản thơm thơm phức,Positive,mực khô mềm mịn hải_sản thơm thơm_phức
mực khô dày đáng hài lòng mực khô ngọt mực khô dày thơm tuyệt vời tặng quà,Positive,mực khô dày đáng hài_lòng mực khô ngọt mực khô dày thơm tuyệt_vời tặng quà
đóng gói cẩn thận,Negative,đóng_gói cẩn_thận
hàng mọi người cẩn thận,Negative,hàng mọi người cẩn_thận
chất lượng tốt nhất giá cạnh,Positive,chất_lượng tốt nhất giá cạnh
hoàn hảo làm thêm hương vị món ăn giá rẻ cn,Positive,hoàn_hảo làm thêm hương_vị món ăn_giá rẻ cn
ay đu kg,Normal,ay đu kg
tôm rất khô nhạt kiểu bị lấy dầu ngâm kĩ cứng ngọt tôm mình ở chợ,Negative,tôm khô nhạt kiểu bị lấy dầu ngâm kĩ cứng ngọt tôm ở chợ
bán hàng bậy bạ tính trước hàng chị hỏi hàng đóng bịt hợp nói đóng hợp bây hàng đóng bịt bán dối,Negative,bán hàng bậy_bạ tính trước hàng chị hỏi hàng đóng bịt hợp nói đóng hợp bây hàng đóng bịt bán dối
nhận hàng hành ngọt rất thơm làm hành giòn dễ bị đen ướp thức ăn đồng ý,Positive,nhận hàng hành ngọt thơm làm hành giòn dễ bị đen ướp thức_ăn đồng_ý
làm ăn cặc đặc áo khoác áo lổ mặc đéo nhầm hàng làm ăn cặc trời lạnh đặc ái khoác áo lồn địt mẹ,Negative,làm_ăn cặc đặc áo_khoác áo lổ mặc đéo nhầm hàng làm_ăn cặc trời lạnh đặc ái khoác_áo lồn địt_mẹ
xương ơ môt ky rươi xương tôm môt ky xương nưa ky lây xương mơi xương tôm nưa ky mơi nưa ky cu hơi thât vơi đa me đê vê quê co dăn do rôi kêu lây xương mơi giông ma nưa ky xương cu nưa me xương mơi ăn cu hôi luôn me bo ăn,Negative,xương ơ môt ky rươi xương tôm môt ky xương nưa ky lây xương mơi xương tôm nưa ky mơi nưa ky cu hơi thât vơi đa me đê vê quê co dăn do rôi kêu lây xương mơi giông ma nưa ky xương cu nưa me xương mơi ăn cu hôi luôn me bo ăn
lên hàng quảng cáo găng quá đẹpkhi hàng toàn bọc xốp mỏng tănglàm sài,Negative,lên hàng quảng_cáo găng quá đẹpkhi hàng toàn bọc xốp mỏng tănglàm sài
ba khía cứng mặn quá trộn thêm đường vài ngày mới ăn,Negative,ba_khía cứng mặn quá trộn thêm đường vài ngày ăn
tôm khô ăn quảng cáo tôm bằng nhựa quá ác,Negative,tôm khô ăn quảng_cáo tôm bằng nhựa quá ác
sản phẩm bị lủng biết do vận chuyển,Negative,sản_phẩm bị lủng biết do vận_chuyển
nhiều lần đáng tiền lần,Positive,nhiều lần đáng tiền lần
mứt quá ngọt chút vị,Normal,mứt quá ngọt chút vị
hộp đựng quá tệ,Negative,hộp đựng quá tệ
khô mặn xử lí miến tươi ăn thịt bị bủn,Negative,khô mặn xử_lí miến tươi ăn thịt bị bủn
gây khô rát da,Negative,gây khô rát da
phù hợp da hỗn hợp da khô công thức nhẹ nhàng da nhạy cảm loại bỏ bụi bẩn tạp chất,Normal,phù_hợp da hỗn_hợp da khô công_thức nhẹ_nhàng da nhạy_cảm loại_bỏ bụi bẩn tạp_chất
hàng dùng mùi hương nhẹ,Positive,hàng dùng mùi hương nhẹ
buôn bán chất lượng hình quản cáo đầu dê bán thịt chó lừa đảo,Negative,buôn_bán chất_lượng hình quản cáo đầu dê bán thịt chó lừa_đảo
củ hành khá tươi hư khá nhiều,Negative,củ hành khá tươi hư khá nhiều
chất lượngtạm kích thích hơi nhỏ đáng tiềnhợp lý,Normal,chất lượngtạm kích_thích hơi nhỏ đáng tiềnhợp lý
hàng lò chân màu sậm đen ae xưởng,Negative,hàng lò chân màu sậm đen ae xưởng
khô giá rẻ mọi người đóng gói cẩn thân hàng khô mới,Positive,khô giá rẻ mọi người đóng_gói cẩn thân hàng_khô
đóng gói kỹ tới sản phẩm dán thùng thiếu tầm,Negative,đóng_gói kỹ tới sản_phẩm dán thùng thiếu tầm
bình đẹp,Normal,bình đẹp
đóng gói tiện lợi dễ dàng bảo quản hành khô lớn tròn hành khô lớn tròn hành khô lớn tròn hành khô lớn tròn,Positive,đóng_gói tiện_lợi dễ_dàng bảo_quản hành khô lớn tròn hành khô lớn tròn hành khô lớn tròn hành khô lớn tròn
nhận hàng măng dày khô rất rẻ hàng đúng trọng lượng,Positive,nhận hàng măng dày khô rẻ hàng đúng trọng_lượng
chất lượng tốt mùi thơm,Positive,chất_lượng tốt mùi thơm
hàng tốt chất lượng hợp giá tiền,Negative,hàng tốt chất_lượng hợp giá tiền
đáng tiền lúc giảm giá kết hợp vận chuyển giá rẻ kg phân biệt củ to củ nhỏ thấy củ bằng mùi vị đồng ý giống hành,Positive,đáng tiền lúc giảm_giá kết_hợp vận_chuyển giá rẻ kg phân_biệt củ to củ nhỏ thấy củ bằng mùi_vị đồng_ý giống hành
chất lượngno kết cấuno hiệu quảthơm quảng cáo sữa rửa mặt hàng sáp,Negative,chất lượngno kết cấuno hiệu quảthơm quảng_cáo sữa rửa mặt_hàng sáp
co kg thôi co tăng g khô mưc lơi ae đưng bi no lưa,Negative,co kg thôi co tăng g khô mưc lơi ae đưng bi no lưa
thêm chất bảo quản giá trị tuyệt vời số tiền bỏ ngọt hoàn hảo,Positive,thêm chất bảo_quản giá_trị tuyệt_vời số tiền bỏ ngọt hoàn_hảo
chất lượng giấy đẹp tiền nấy thôi nhà mình thất vọng,Negative,chất_lượng giấy đẹp tiền nấy thôi nhà thất_vọng
hộp dúm buộc vòng nửa hộp trông rất,Negative,hộp dúm buộc vòng nửa hộp trông
chất liệuok kích cỡọ kiểu dángok sự thoải máiok,Positive,chất liệuok kích cỡọ kiểu dángok sự thoải máiok
hài lòng lần,Positive,hài_lòng lần
giấy rất xấu luôn lần hơi tệ đợt trưa giáy đẹp hơi thất vọng,Negative,giấy xấu luôn lần hơi tệ đợt trưa giáy đẹp hơi thất_vọng
đáng tiềnok mùi vịok hàng tặng đk tặng tăng lượt đánh giá,Positive,đáng tiềnok mùi vịok hàng tặng đk tặng tăng lượt đánh_giá
hình vẻ hơi cũ,Negative,hình vẻ hơi cũ
hành tím khô to tròn đóng gói tiện lợi dễ dàng bảo quản loại hành ta giá bán quá lòng,Positive,hành tím khô to tròn đóng_gói tiện_lợi dễ_dàng bảo_quản loại hành_ta giá bán quá lòng
hàng o đúng quảng cáo yêu cầu cám ơn,Positive,hàng o đúng quảng_cáo yêu_cầu cám_ơn
hàng quá chậm ấn lên xuống gọi lên xuống tự liên hệ cửa hàng mới,Negative,hàng quá chậm ấn lên_xuống gọi lên_xuống tự liên_hệ cửa_hàng
sản phẩm hợp túi tiền sử dụng tốt lần ủng hộ tiếp cám ơn nhiều saorất đáng giới thiệu chất lượng hương vị nó hàng chóng đóng gói cẩn thận rất đáng giới thiệu,Positive,sản_phẩm hợp túi_tiền sử_dụng tốt lần ủng_hộ tiếp cám_ơn nhiều saorất đáng giới_thiệu chất_lượng hương_vị nó hàng chóng đóng_gói cẩn_thận đáng giới_thiệu
chất lượngđăng túi vải túi chất liệu thiết kế,Negative,chất lượngđăng túi vải túi chất_liệu thiết_kế
mùi vị đợt ăn biết đợt trước bịch ăn mùi thịt tươi ăn lắm đáng tiềntam,Negative,mùi_vị đợt ăn biết đợt trước bịch ăn mùi thịt tươi ăn lắm đáng tiềntam
khô rất,Positive,khô
đuọce,Positive,đuọce
sản phẩm đẹp quảng cáo an mùi vị đẹp hột điều lớn nhỏ,Negative,sản_phẩm đẹp quảng_cáo an mùi_vị đẹp hột điều lớn_nhỏ
sản phẩm giống quảng cáo mỏng thất vọng,Negative,sản_phẩm giống quảng_cáo mỏng thất_vọng
khô vị quá ngọt ăn khác ăn đường khô tẩm ướp quá nhiều hoá chất phẩm màu vàng ăn chẳng thể phân biệt đây phải thịt gà bỏ quá nhiều lá vào hủ g chắc g lá cần phải kiểm an toàn vệ thực phẩm đối sản phẩm khô,Negative,khô vị quá ngọt ăn khác ăn_đường khô tẩm ướp quá nhiều hoá_chất phẩm màu vàng ăn chẳng_thể phân_biệt đây phải thịt gà bỏ_quá nhiều lá vào hủ g chắc g lá phải kiểm an_toàn_vệ thực_phẩm đối sản_phẩm khô
giá trị tuyệt vời số tiền bỏ sản phẩm an toàn tốt sức khỏe cá dứa khô tuyệt cá dứa khô tươi đậm đà,Positive,giá_trị tuyệt_vời số tiền bỏ sản_phẩm an_toàn tốt sức_khoẻ cá dứa khô tuyệt cá dứa khô tươi đậm_đà
đồng ý mọi người giá tiền chất lượng khá ổn đáng thử,Normal,đồng_ý mọi người giá tiền chất_lượng khá ổn_đáng thử
mỏng dính nhỏ xíu kg xài j mọi người đừng ve xài chẳng chơi ok,Negative,mỏng_dính nhỏ_xíu kg xài j mọi người đừng ve xài chẳng chơi ok
nhỏ xiêu biết thất vọng quá,Positive,nhỏ xiêu biết thất_vọng quá
ok đúng giới thiệu dùng ok nhiều nước đường sên tới chút,Positive,ok đúng giới_thiệu dùng ok nhiều nước đường sên tới chút
chất lượngkiếm hương thơmcó mùi khó chịu nó hôi,Negative,chất lượngkiếm hương thơmcó mùi khó_chịu nó hôi
hơi ngọt,Negative,hơi ngọt
độ lưu hươngko thơm làm lưu hương,Negative,độ lưu hươngko thơm làm lưu_hương
sản phẩm rất tốt,Positive,sản_phẩm tốt
nát bét hết,Negative,nát bét hết
bình giữ nhiệt hết bỏ đá vào nước ướt tới hàng chất lượng,Negative,bình giữ nhiệt hết bỏ đá vào nước ướt tới hàng chất_lượng
gởi hộp đều móp méo hộp nắp bể giấy bạc lòi lần đầu hài lòng mọi người cân nhắc,Negative,gởi hộp đều móp méo hộp nắp bể giấy_bạc lòi lần đầu hài_lòng mọi người cân_nhắc
tư vấn khách rộng,Negative,tư_vấn khách rộng
lạp xưởng mở đóng gói kỷ giá rẻ lần tiếp cảm ơn,Negative,lạp_xưởng mở đóng_gói kỷ giá rẻ lần tiếp cảm_ơn
miếng to dè nát đáy hộp quá trời mùi vịok,Negative,miếng to dè nát đáy hộp quá_trời mùi vịok
đúng mẫu quảng cáo hoàn thiện bình hơi dầy quà tặng móc khóa,Normal,đúng mẫu quảng_cáo hoàn_thiện bình hơi dầy quà tặng móc khoá
nhận đủ đúng hàng đặt giá hợp lý hàng siêu đặt hôm trước hôm nhận luôn măng ngâm nước bị đục nấu tiếp tục,Positive,nhận đủ đúng hàng đặt giá hợp_lý hàng siêu đặt hôm trước hôm nhận luôn măng ngâm nước bị đục nấu tiếp_tục
tặng chẳng biết làm giảm giá thẳng vài ngàn ok,Normal,tặng chẳng biết làm giảm_giá thẳng vài ngàn ok
thật tệ ngày sản xuất gồm thùng tôi muốn làm nhiều,Negative,thật tệ ngày sản_xuất gồm thùng tôi muốn làm nhiều
đúng quảng cáo rất đồng ý,Positive,đúng quảng_cáo đồng_ý
chất liệukhăn mặt đồng ý nhẹ đáng tiềnoki k chê độ bềnok mềm,Normal,chất liệukhăn mặt đồng_ý nhẹ đáng tiềnoki k chê độ bềnok mềm
thơm nước lọc ti hóa chất hương khuyên la tốt nhất,Negative,thơm nước_lọc ti hoá_chất hương khuyên la tốt nhất
luộc thử ít măng lắm mọi người bỏ rất ít gần ăn hết rất hài lòng mọi người nhớ phơi thật kỹ khỏi bị đen,Positive,luộc thử ít măng lắm mọi người bỏ ít gần ăn hết hài_lòng mọi người nhớ phơi thật kỹ khỏi bị đen
măng mùi thơm tiếp tục ủng hộ nè,Positive,măng mùi thơm tiếp_tục ủng_hộ nè
ủng hộ,Positive,ủng_hộ
nhìn hàng tặng khách nhỏ làm khách đánh già dỡ đươc,Positive,nhìn hàng tặng khách nhỏ làm_khách đánh già dỡ đươc
quá đồng ý,Positive,quá đồng_ý
hàng lâu,Normal,hàng lâu
đồ ăn vặt gây nghiện đầy hương vị sự kết hợp ngọt mặn thật hài lòng,Negative,đồ_ăn vặt gây nghiện đầy hương_vị sự kết_hợp ngọt mặn thật hài_lòng
nhận hàng ngày nhận hàng đợi mãi đến hôm nhận hàng,Negative,nhận hàng ngày nhận hàng đợi mãi đến hôm nhận hàng
quá ăn mặn lắm,Positive,quá ăn mặn lắm
đáng tiềnok mùi vịthơm đáng đồng tiền mọi người,Normal,đáng tiềnok mùi vịthơm đáng đồng_tiền mọi người
lấy hành đưa to chấm thôi,Negative,lấy hành đưa to chấm thôi
thùng khẩu hoàng dũngma hàng quá mỏng,Negative,thùng khẩu hoàng dũngma hàng quá mỏng
lưng người đàn ông thành công người đàn bà ngồi lưng người đàn ông thất bại người đàn bà xúi dại,Positive,lưng người đàn_ông thành_công người đàn_bà ngồi lưng người đàn_ông thất_bại người đàn_bà xúi dại
thật thất vọng quảng cáo hàng tốt hàng chính hãng bỏ dùng dép rách mủn làm dùng gói bục ọp ẹp bán hàng lên tâm chút hàng nhiệt tình thôi,Negative,thật thất_vọng quảng_cáo hàng tốt hàng chính hãng bỏ dùng dép rách mủn làm dùng gói bục ọp_ẹp bán hàng lên tâm chút hàng nhiệt_tình thôi
chất liệuok kích cỡrất đồng ý kiểu dángđẹp sự thoải máiok,Positive,chất liệuok kích cỡrất đồng_ý kiểu dángđẹp sự thoải máiok
hàng chất lượng,Normal,hàng chất_lượng
sản phẩm rất kém chất lượng sử dụng hàng thiếu nói rất tệ,Negative,sản_phẩm kém chất_lượng sử_dụng hàng thiếu nói tệ
đáng tiền hàng rất nhiều lầnshop hàng giống hình ảnh đănggần tết hàng hơi mất,Positive,đáng tiền hàng nhiều lầnshop hàng giống hình_ảnh đănggần tết hàng hơi mất
sản phẩm tốt hàng đóng gói hàng tốt,Positive,sản_phẩm tốt hàng đóng_gói hàng tốt
nhận hàng sản phẩm giảm giá tốn k hàng dám sài nói sản phẩm thấm khá,Normal,nhận hàng sản_phẩm giảm_giá tốn k hàng dám sài nói sản_phẩm thấm khá
đôi giầy nhìn đồng ý nè bị lỗi nhìn đẹp bền thử thời mới biết,Positive,đôi giầy nhìn đồng_ý nè bị lỗi nhìn đẹp bền thử thời biết
tốc độ hàng quá chậm chạm mất khách se co,Negative,tốc_độ hàng quá chậm chạm mất khách se co
khô mặn mỡ nhiều,Negative,khô mặn mỡ nhiều
chất lượngcực kì mỏng độ vặnnhư túi giống mô tảchán,Negative,chất lượngcực kì mỏng độ vặnnhư túi giống mô tảchán
áo mưa rất mỏng dày dặn phù hợp giá tiền lần đầu tiên gặp phải sản phẩm lòng ý,Negative,áo_mưa mỏng dày_dặn phù_hợp giá tiền lần đầu_tiên gặp phải sản_phẩm lòng ý
